C:\dev\Miniconda3\python.exe C:/dev/master-thesis-code/optimize_cmdargs.py
Running: ['python', 'C:\\dev\\npfl122\\labs\\03\\q_learning.py', '--alpha=0.48771412252434004', '--epsilon=0.2991275619150695', '--gamma=0.8368773597879496', '--episodes=300']
[2018-11-19 14:56:25,203] Making new env: MountainCarLimit1000-v0
Episode 10, mean 100-episode return -1000.0
Episode 20, mean 100-episode return -971.85
Episode 30, mean 100-episode return -960.4666666666667
Episode 40, mean 100-episode return -915.525
Episode 50, mean 100-episode return -892.42
Episode 60, mean 100-episode return -836.2166666666667
Episode 70, mean 100-episode return -790.4142857142857
Episode 80, mean 100-episode return -769.8875
Episode 90, mean 100-episode return -748.4222222222222
Episode 100, mean 100-episode return -722.86
Episode 110, mean 100-episode return -668.27
Episode 120, mean 100-episode return -652.12
Episode 130, mean 100-episode return -608.97
Episode 140, mean 100-episode return -590.35
Episode 150, mean 100-episode return -575.52
Episode 160, mean 100-episode return -576.18
Episode 170, mean 100-episode return -569.53
Episode 180, mean 100-episode return -564.91
Episode 190, mean 100-episode return -578.49
Episode 200, mean 100-episode return -573.27
Episode 210, mean 100-episode return -584.37
Episode 220, mean 100-episode return -559.93
Episode 230, mean 100-episode return -552.53
Episode 240, mean 100-episode return -539.99
Episode 250, mean 100-episode return -530.51
Episode 260, mean 100-episode return -508.18
Episode 270, mean 100-episode return -492.11
Episode 280, mean 100-episode return -463.2
Episode 290, mean 100-episode return -425.52
Episode 300, mean 100-episode return -428.05
Episode 310, mean 100-episode return -420.13
Episode 320, mean 100-episode return -402.29
Episode 330, mean 100-episode return -396.23
Episode 340, mean 100-episode return -385.21
Episode 350, mean 100-episode return -378.59
Episode 360, mean 100-episode return -376.98
Episode 370, mean 100-episode return -387.66
Episode 380, mean 100-episode return -397.87
Episode 390, mean 100-episode return -410.57
Episode 400, mean 100-episode return -403.59
Finished with: 0

***
b'The mean 100-episode return after evaluation -398.37\r\n'
*** Reward: -398.37
Found optimal params [ 1.         19.95895601]
Running: ['python', 'C:\\dev\\npfl122\\labs\\03\\q_learning.py', '--alpha=2.0', '--epsilon=0.8', '--gamma=0.99', '--episodes=300']
[2018-11-19 14:56:33,081] Making new env: MountainCarLimit1000-v0
Episode 10, mean 100-episode return -1000.0
Episode 20, mean 100-episode return -1000.0
Episode 30, mean 100-episode return -1000.0
Episode 40, mean 100-episode return -1000.0
C:\dev\npfl122\labs\03\q_learning.py:64: RuntimeWarning: overflow encountered in double_scalars
  reward + args.gamma * np.max(Q[next_state, :]) - Q[state, action])
C:\dev\npfl122\labs\03\q_learning.py:64: RuntimeWarning: invalid value encountered in double_scalars
  reward + args.gamma * np.max(Q[next_state, :]) - Q[state, action])
C:\dev\Miniconda3\lib\site-packages\numpy\core\fromnumeric.py:83: RuntimeWarning: invalid value encountered in reduce
  return ufunc.reduce(obj, axis, dtype, out, **passkwargs)
Episode 50, mean 100-episode return -1000.0
Episode 60, mean 100-episode return -1000.0
Episode 70, mean 100-episode return -1000.0
Episode 80, mean 100-episode return -1000.0
Episode 90, mean 100-episode return -1000.0
Episode 100, mean 100-episode return -1000.0
Episode 110, mean 100-episode return -1000.0
Episode 120, mean 100-episode return -1000.0
Episode 130, mean 100-episode return -1000.0
Episode 140, mean 100-episode return -1000.0
Episode 150, mean 100-episode return -1000.0
Episode 160, mean 100-episode return -1000.0
Episode 170, mean 100-episode return -1000.0
Episode 180, mean 100-episode return -1000.0
Episode 190, mean 100-episode return -1000.0
Episode 200, mean 100-episode return -1000.0
Episode 210, mean 100-episode return -1000.0
Episode 220, mean 100-episode return -1000.0
Episode 230, mean 100-episode return -1000.0
Episode 240, mean 100-episode return -1000.0
Episode 250, mean 100-episode return -1000.0
Episode 260, mean 100-episode return -1000.0
Episode 270, mean 100-episode return -1000.0
Episode 280, mean 100-episode return -1000.0
Episode 290, mean 100-episode return -1000.0
Episode 300, mean 100-episode return -1000.0
Episode 310, mean 100-episode return -1000.0
Episode 320, mean 100-episode return -1000.0
Episode 330, mean 100-episode return -1000.0
Episode 340, mean 100-episode return -1000.0
Episode 350, mean 100-episode return -1000.0
Episode 360, mean 100-episode return -1000.0
Episode 370, mean 100-episode return -1000.0
Episode 380, mean 100-episode return -1000.0
Episode 390, mean 100-episode return -1000.0
Episode 400, mean 100-episode return -1000.0
Finished with: 0

***
b'The mean 100-episode return after evaluation -1000.0\r\n'
*** Reward: -1000.0
Found optimal params [ 1.84941374 10.15801576]
